,Model_Name,Enocding_Type,Clustering_Algorithm,Clusters,Silhouette_Score,Survival_Pval,Cluster_score
16,L2CGConv,final,AGGLOMERATIVE_CLUSTERING,6,0.1922358293620749,0.6996423482976564,0.0025770212813429516
17,L2CGConv,final,BRICH,2,0.6661571264266968,0.20783120685430362,0.03825336105776098
18,L2CGConv,final,BRICH,3,0.4974689185619354,0.2110070212242187,0.03239638746919594
19,L2CGConv,final,BRICH,4,0.3986448347568512,0.2423571676831449,0.020715264244558742
20,L2CGConv,final,BRICH,5,0.35401400923728943,0.3536352352678671,0.018555919190653292
21,L2CGConv,final,BRICH,6,0.3553296625614166,0.4923296717858615,0.006742407774903679
22,L2CGConv,final,MEANSHIFT,56,0.14846374316008804,3.7503304487049627e-13,7.309520913382739e-05
23,L2CGConv,final,SPECTRAL_CLUSTERING,2,0.08865132706842359,0.4525209188007697,0.019523499626990046
24,L2CGConv,final,SPECTRAL_CLUSTERING,3,0.2016192555907438,0.0004971379223738771,0.0026489217393161936
25,L2CGConv,final,SPECTRAL_CLUSTERING,4,0.153397506682526,0.0014494421599625523,0.002168298298844607
26,L2CGConv,final,SPECTRAL_CLUSTERING,5,0.1567462010653432,0.9191261050012871,0.0018352984003073996
27,L2CGConv,final,SPECTRAL_CLUSTERING,6,0.15481189963886752,0.007414825131825602,0.0011937392814215693
28,L2CGConv,final,GAUSSIAN_MIXTURE,2,0.1872809275248913,0.8587312218269264,0.003968190981095538
29,L2CGConv,final,GAUSSIAN_MIXTURE,3,0.14398688909499874,0.539593600795952,0.0031769195503238263
30,L2CGConv,final,GAUSSIAN_MIXTURE,4,-0.14497887317905578,0.9631501783911124,0.001704486402217218
31,L2CGConv,final,GAUSSIAN_MIXTURE,5,-0.00660917459623256,0.02045309978678639,0.0011937573797756386
32,L2CGConv,final,GAUSSIAN_MIXTURE,6,0.06884754593030405,0.32429816205626083,0.0009476542424757427
0,L2CGConv,alsnmf,KMEANS,2,0.590258154631051,0.15591938779284334,0.21418707639561277
1,L2CGConv,alsnmf,KMEANS,3,0.5740019804685199,0.2411254044165127,0.05437399485420476
2,L2CGConv,alsnmf,KMEANS,4,0.5509139203319959,0.194798136324074,0.028378933589343257
3,L2CGConv,alsnmf,KMEANS,5,0.5162851491349169,0.5060668332124013,0.023189142549260074
4,L2CGConv,alsnmf,KMEANS,6,0.515239013868186,0.3996749102560631,0.018018260349430947
5,L2CGConv,alsnmf,PAM,2,0.515964925289154,0.3315029392564513,0.2439643815177537
6,L2CGConv,alsnmf,PAM,3,0.5395750403404236,0.13518133255375855,0.10534634649244022
7,L2CGConv,alsnmf,PAM,4,0.5117896199226379,0.3109395014355847,0.061523376578277944
8,L2CGConv,alsnmf,PAM,5,0.5094519257545471,0.425000363772578,0.02995786016872825
9,L2CGConv,alsnmf,PAM,6,0.5310512781143188,0.027740751022625163,0.023429122864333313
10,L2CGConv,alsnmf,COMMONNN,5,0.43563278399755406,0.5719406270005245,0.002803749612268822
11,L2CGConv,alsnmf,AFFINITY_PROPAGATION,10,0.4956701993942261,0.756909121814104,0.006377165943448292
12,L2CGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,2,0.5911547820042979,0.2080776305057779,0.18799701592038223
13,L2CGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,3,0.4826670263876284,0.3990804063004438,0.10199111328731489
14,L2CGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,4,0.49982007143848806,0.4582663751582937,0.028045379089232037
15,L2CGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,5,0.49968415951019624,0.6274454964048413,0.02355017633195547
16,L2CGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,6,0.5119653974573433,0.647718719033966,0.01738440834129215
17,L2CGConv,alsnmf,BRICH,2,0.4436926245689392,0.21823106395774278,0.13933112172822654
18,L2CGConv,alsnmf,BRICH,3,0.5336785316467285,0.08683084608039841,0.09260394320155277
19,L2CGConv,alsnmf,BRICH,4,0.4733213186264038,0.009627675936752504,0.05647085065647209
20,L2CGConv,alsnmf,BRICH,5,0.46295949816703796,0.014084794684976053,0.02697351251133636
